ID,Region,District,Education,Gender_HH_Head,Age_HH_Head,Household_Size,Dependents,Livelihood_Main,Livelihood_Secondary,Crop,Yield,Farm_Size_Acres,Water_Source,Irrigation,Livestock_TLU,Food_Insecurity_Score,Food_Consumption_Score,Months_Food_Secure,Coping_Strategy_Index,Savings_UGX,Loan_UGX,Income_UGX,Expenditure_Food_Pct,Shocks_Last_Year,Assistance_Received
1287,Central,Gulu,Secondary,Male,34,9,2,Fishing,Casual Labor,Beans,0.5,1.6,Borehole,Yes,5.8,6,75,5,28,77330,420432,646845,76,Flood,Food
1288,Eastern,Gulu,Secondary,Female,69,2,4,Fishing,Commercial Farming,Coffee,0.5,1.2,Borehole,Yes,5.4,8,43,10,19,239971,406111,295980,35,Flood,Cash
1289,Northern,Mbarara,Secondary,Female,20,9,0,Charcoal Burning,Commercial Farming,Maize,0.5,5.3,Borehole,Yes,1.8,5,62,5,5,697894,458555,725681,37,Price Rise,Cash
1290,Northern,Gulu,University,Male,31,4,2,Construction,Small Business,Maize,0.5,4.1,Borehole,No,6.9,3,40,7,33,326,413195,197580,81,None,None
1291,Central,Kampala,Secondary,Female,34,2,3,Boda Boda,Charcoal Burning,Coffee,0.5,2.0,Rain,No,1.1,3,53,12,6,507574,380449,318778,65,Flood,Food
1292,Northern,Kampala,None,Female,31,4,3,Subsistence Farming,Subsistence Farming,Coffee,3.78,1.4,Rain,No,0.5,9,69,11,3,834603,187118,462357,66,Flood,Food
1293,Northern,Mbale,None,Female,61,7,0,Salaried Employment,Charcoal Burning,Beans,0.5,5.7,Rain,No,3.3,7,77,7,19,932437,21383,2491744,80,None,Food
1294,Northern,Mbale,Primary,Female,33,8,0,Subsistence Farming,Construction,Coffee,1.95,2.9,Rain,No,3.5,7,100,11,8,293562,45037,250167,41,Drought,Cash
1295,Central,Kampala,Primary,Female,31,10,2,Casual Labor,Salaried Employment,Maize,0.5,0.3,Borehole,Yes,1.0,3,30,9,18,774582,27171,334709,49,Drought,None
1296,Eastern,Kampala,University,Female,32,8,0,Construction,Commercial Farming,Coffee,0.5,4.3,Borehole,Yes,4.6,5,87,4,26,453593,217934,437958,75,Drought,Cash
1297,Central,Mbale,None,Female,59,4,1,Boda Boda,Salaried Employment,Maize,0.5,5.8,Rain,Yes,0.1,8,26,8,28,446366,347322,436037,81,Drought,Food
1298,Central,Mbarara,University,Male,35,2,1,Small Business,Commercial Farming,Beans,0.5,4.1,Rain,Yes,6.1,8,71,5,10,959789,112832,461746,70,None,Food
1299,Northern,Mbarara,University,Female,38,4,4,Casual Labor,Fishing,Coffee,0.5,6.0,Borehole,Yes,3.0,2,78,7,6,779191,9555,241558,57,None,Cash
1300,Western,Mbarara,Secondary,Male,41,3,3,Boda Boda,Boda Boda,Coffee,0.5,4.1,Rain,Yes,4.6,7,51,11,12,640718,475412,760052,67,None,Cash
1301,Central,Kampala,Primary,Female,32,6,3,Small Business,Boda Boda,Beans,0.5,3.9,Borehole,Yes,5.1,9,70,7,33,460642,249840,567382,37,Drought,None
1302,Central,Mbarara,University,Female,60,5,2,Small Business,Casual Labor,Maize,0.5,4.7,Rain,No,5.6,7,107,9,13,896689,233420,590282,63,Drought,None
1303,Eastern,Kampala,Primary,Male,34,9,3,Fishing,Boda Boda,Coffee,0.5,2.0,Borehole,Yes,1.2,6,105,8,30,485820,97742,820221,36,Drought,Cash
1304,Western,Mbarara,University,Male,48,9,3,Casual Labor,Charcoal Burning,Coffee,0.5,5.1,Borehole,No,2.0,7,57,9,33,410825,361699,416172,71,Flood,Food
1305,Northern,Gulu,None,Female,43,6,4,Small Business,Casual Labor,Coffee,0.5,0.9,Borehole,Yes,1.6,1,52,11,19,237178,76985,434395,74,Flood,Food
1306,Central,Kampala,None,Male,61,4,3,Subsistence Farming,Commercial Farming,Beans,2.65,5.7,Borehole,No,0.8,6,98,10,15,698719,157625,108440,75,Price Rise,Cash
1307,Northern,Gulu,Primary,Male,57,6,0,Fishing,Construction,Coffee,0.5,3.3,Rain,Yes,2.7,8,40,9,30,771884,157712,874753,56,None,None
1308,Northern,Kampala,None,Male,32,8,1,Small Business,Casual Labor,Beans,0.5,4.0,Rain,No,5.2,7,64,2,1,291430,62576,405743,59,Price Rise,Cash
1309,Western,Kampala,None,Male,50,4,2,Boda Boda,Boda Boda,Maize,0.5,2.7,Rain,Yes,6.9,9,23,6,30,656063,28823,196325,58,Drought,Cash
1310,Western,Kampala,Secondary,Female,61,2,0,Construction,Commercial Farming,Beans,0.5,0.3,Borehole,No,3.7,0,86,12,7,836494,449935,232862,66,Price Rise,Cash
1311,Eastern,Mbale,University,Female,58,6,3,Commercial Farming,Charcoal Burning,Beans,3.05,5.3,Rain,No,4.0,3,72,5,29,381989,74527,2399821,65,Drought,None
1312,Western,Gulu,None,Male,63,7,0,Casual Labor,Fishing,Coffee,0.5,5.9,Rain,No,4.5,8,73,8,11,666424,363029,861386,59,Price Rise,Cash
1313,Northern,Mbale,Primary,Female,22,6,4,Livestock,Charcoal Burning,Beans,0.5,2.6,Borehole,Yes,5.1,10,88,12,18,108017,388957,281606,57,None,Cash
1314,Northern,Mbarara,None,Female,59,2,3,Subsistence Farming,Small Business,Beans,3.37,2.2,Rain,Yes,0.6,8,105,9,6,362303,318602,434501,38,Price Rise,None
1315,Western,Gulu,University,Female,56,6,4,Construction,Subsistence Farming,Beans,0.5,4.1,Rain,No,2.4,2,26,2,23,256851,297498,245842,81,Drought,None
1316,Central,Mbale,Secondary,Male,42,5,4,Fishing,Salaried Employment,Maize,0.5,5.9,Borehole,No,1.9,0,68,3,18,760685,116550,583503,59,Price Rise,Food
1317,Central,Kampala,Secondary,Male,72,5,2,Small Business,Commercial Farming,Coffee,0.5,3.4,Borehole,No,5.2,8,55,3,33,565395,34968,894117,50,Flood,None
1318,Central,Kampala,University,Female,22,3,2,Casual Labor,Subsistence Farming,Coffee,0.5,2.4,Rain,Yes,3.3,5,61,12,3,31474,202414,488406,54,Flood,Cash
1319,Eastern,Kampala,None,Male,51,5,3,Charcoal Burning,Livestock,Coffee,0.5,1.4,Rain,No,4.1,4,42,3,23,79229,243606,692139,71,Price Rise,None
1320,Western,Mbarara,Primary,Male,19,9,1,Construction,Construction,Beans,0.5,4.0,Rain,No,4.2,6,92,3,1,833346,194632,336857,58,Drought,Food
1321,Western,Gulu,Secondary,Male,29,3,3,Casual Labor,Small Business,Maize,0.5,6.0,Borehole,Yes,7.2,6,83,4,10,933608,410221,276272,66,Price Rise,Cash
1322,Western,Mbale,Primary,Female,34,5,3,Charcoal Burning,Subsistence Farming,Coffee,0.5,0.6,Rain,No,4.1,8,111,10,21,904867,498890,108411,52,Flood,Food
1323,Northern,Gulu,None,Female,58,8,2,Fishing,Livestock,Coffee,0.5,3.3,Borehole,No,6.1,7,40,11,8,374874,238626,630243,44,Price Rise,Cash
1324,Central,Gulu,University,Female,20,7,2,Commercial Farming,Fishing,Maize,4.96,3.6,Rain,No,2.2,4,27,6,2,58919,425302,1870600,39,Flood,Cash
1325,Central,Kampala,None,Female,54,8,1,Casual Labor,Commercial Farming,Beans,0.5,5.4,Borehole,No,6.0,3,111,10,8,124550,459530,579624,67,Drought,Food
1326,Eastern,Mbarara,None,Male,31,6,4,Commercial Farming,Commercial Farming,Maize,3.61,4.0,Rain,Yes,5.1,10,99,9,31,334514,295243,2848478,70,None,Food
1327,Eastern,Kampala,None,Female,48,4,3,Charcoal Burning,Fishing,Beans,0.5,2.1,Rain,No,4.1,9,105,9,9,72964,127227,706076,42,Flood,None
1328,Eastern,Mbale,Primary,Male,20,5,4,Fishing,Fishing,Maize,0.5,0.2,Borehole,Yes,3.9,7,48,11,18,713570,315376,311552,47,Flood,Food
1329,Northern,Mbale,Primary,Female,43,2,3,Construction,Boda Boda,Maize,0.5,2.6,Rain,Yes,6.2,10,41,10,18,199122,108601,490830,50,Price Rise,Food
1330,Western,Mbale,Secondary,Male,73,7,4,Boda Boda,Commercial Farming,Maize,0.5,3.4,Rain,No,7.1,6,74,12,6,984394,14993,268646,66,None,Food
1331,Northern,Mbarara,Secondary,Female,39,10,4,Construction,Fishing,Coffee,0.5,1.3,Borehole,Yes,1.1,9,30,6,2,298941,419502,847296,55,Drought,Food
1332,Central,Gulu,Primary,Female,63,9,0,Boda Boda,Commercial Farming,Coffee,0.5,2.6,Borehole,Yes,7.1,3,62,4,2,502532,393608,349162,50,Flood,Food
1333,Northern,Mbale,University,Female,42,8,0,Casual Labor,Casual Labor,Beans,0.5,0.8,Borehole,Yes,4.7,0,107,3,6,53035,399426,872697,44,Price Rise,Food
1334,Western,Kampala,Secondary,Female,61,9,3,Fishing,Subsistence Farming,Coffee,0.5,4.9,Borehole,No,1.1,3,71,4,11,311424,237398,476945,51,Flood,None
1335,Western,Kampala,University,Female,48,2,3,Salaried Employment,Subsistence Farming,Maize,0.5,3.9,Borehole,No,6.3,4,39,2,9,723223,465060,3993320,81,None,Food
1336,Eastern,Mbarara,None,Male,28,6,3,Fishing,Commercial Farming,Maize,0.5,5.3,Rain,No,5.4,3,100,2,8,742212,212200,838030,68,Flood,Cash
1337,Eastern,Mbale,University,Male,30,10,4,Casual Labor,Subsistence Farming,Coffee,0.5,3.9,Borehole,Yes,6.1,9,75,12,0,944057,295019,123391,56,Price Rise,Cash
1338,Eastern,Mbarara,None,Male,40,10,1,Charcoal Burning,Small Business,Beans,0.5,3.2,Borehole,No,2.6,10,27,6,19,486248,471359,132810,48,Drought,None
1339,Western,Gulu,University,Female,23,3,0,Livestock,Charcoal Burning,Coffee,0.5,1.5,Rain,Yes,0.7,2,107,12,27,994277,331039,554817,44,Flood,Food
