ID,Case_ID,Region,Settlement,District,Country_Origin,Arrival_Year,Years_In_Uganda,Gender_HH_Head,Age_HH_Head,Education,Household_Size,Children_U18,Vulnerability,Water_Source,Irrigation,Crop,Yield,Assistance_Type,Protection_Concern,Income_UGX_Month
1308,UNHCR-UG-10968,West Nile,Palorinya,Arua,South Sudan,2024,8,Female,72,None,2,2,None,River,No,Cassava,1.83,Cash,None,90559
1309,UNHCR-UG-10969,West Nile,Imvepi,Arua,Rwanda,2025,8,Male,56,Secondary,5,3,Single Parent,Tap,Yes,Maize,0.29,WASH,GBV Risk,19768
1310,UNHCR-UG-10970,South West,Nakivale,Arua,Burundi,2022,5,Female,22,University,3,4,Single Parent,Tap,No,None,0.47,Food,Child Protection,126234
1311,UNHCR-UG-10971,West Nile,Imvepi,Arua,DRC,2022,10,Female,66,University,6,1,Woman at Risk,Tap,No,Cassava,0.43,Cash,Food Insecurity,254080
1312,UNHCR-UG-10972,Mid West,Kiryandongo,Arua,Ethiopia,2017,8,Female,46,Primary,3,2,Elderly,River,Yes,Maize,1.96,Food,None,269519
1313,UNHCR-UG-10973,Mid West,Kiryandongo,Arua,Ethiopia,2021,3,Female,18,Secondary,7,0,Disability,Tap,No,Cassava,2.9,WASH,Child Protection,71677
1314,UNHCR-UG-10974,Central,Kampala Urban,Arua,South Sudan,2017,8,Male,56,None,8,1,Elderly,Tap,Yes,None,1.79,Food,Child Protection,74503
1315,UNHCR-UG-10975,Mid West,Kiryandongo,Arua,Burundi,2018,10,Male,27,None,7,4,Elderly,River,Yes,Maize,0.33,WASH,GBV Risk,244997
1316,UNHCR-UG-10976,South West,Oruchinga,Arua,Sudan,2020,4,Male,76,University,1,2,None,Borehole,Yes,Maize,2.11,Cash,Child Protection,242464
1317,UNHCR-UG-10977,West Nile,Rhino Camp,Arua,Burundi,2023,3,Male,37,Secondary,10,3,Woman at Risk,River,Yes,None,1.69,WASH,Child Protection,491777
1318,UNHCR-UG-10978,South West,Rwamwanja,Arua,Somalia,2020,3,Male,63,Primary,8,0,None,River,No,Beans,2.86,WASH,GBV Risk,441537
1319,UNHCR-UG-10979,South West,Nakivale,Arua,Eritrea,2020,4,Male,73,University,9,2,Single Parent,Tap,No,None,2.54,WASH,Food Insecurity,106522
1320,UNHCR-UG-10980,West Nile,Palorinya,Arua,Rwanda,2025,5,Female,58,University,1,2,Unaccompanied Child,River,Yes,Maize,0.41,WASH,Food Insecurity,128330
1321,UNHCR-UG-10981,South West,Rwamwanja,Arua,Ethiopia,2025,8,Female,52,Secondary,10,1,Unaccompanied Child,River,No,Cassava,1.46,WASH,None,243463
1322,UNHCR-UG-10982,Central,Kampala Urban,Arua,Somalia,2023,5,Female,37,Primary,1,1,Woman at Risk,River,No,Vegetables,0.26,NFI,GBV Risk,486745
1323,UNHCR-UG-10983,West Nile,Palorinya,Arua,Sudan,2017,9,Female,19,None,7,2,Elderly,Borehole,Yes,Cassava,1.49,Cash,GBV Risk,76018
1324,UNHCR-UG-10984,West Nile,Palorinya,Arua,Rwanda,2017,1,Male,72,Primary,3,3,Single Parent,Borehole,Yes,None,1.3,NFI,Child Protection,134061
1325,UNHCR-UG-10985,West Nile,Lobule,Arua,South Sudan,2016,4,Female,64,Primary,8,3,Disability,Borehole,No,Maize,3.16,Food,None,479666
1326,UNHCR-UG-10986,Mid West,Kiryandongo,Arua,Eritrea,2017,7,Female,50,University,7,3,Disability,Tap,No,None,0.48,Food,Child Protection,397007
1327,UNHCR-UG-10987,Central,Kampala Urban,Arua,Ethiopia,2021,8,Male,25,Secondary,6,2,None,Tap,No,Maize,0.74,Cash,GBV Risk,166919
1328,UNHCR-UG-10988,Central,Kampala Urban,Arua,DRC,2022,9,Female,21,Secondary,5,4,Woman at Risk,Borehole,No,Beans,2.28,WASH,Child Protection,133062
1329,UNHCR-UG-10989,West Nile,Bidi Bidi,Yumbe,DRC,2019,9,Female,41,None,8,3,Unaccompanied Child,Tap,No,Cassava,1.32,WASH,None,263176
1330,UNHCR-UG-10990,West Nile,Palorinya,Arua,Ethiopia,2024,8,Female,76,Secondary,1,2,Unaccompanied Child,River,Yes,None,1.5,WASH,None,52012
1331,UNHCR-UG-10991,Central,Kampala Urban,Arua,Sudan,2025,7,Female,43,None,6,2,Unaccompanied Child,Tap,No,Maize,0.25,Cash,GBV Risk,326267
1332,UNHCR-UG-10992,South West,Kyangwali,Arua,Somalia,2022,9,Female,63,University,5,1,Woman at Risk,Tap,Yes,Cassava,2.97,NFI,Food Insecurity,207227
1333,UNHCR-UG-10993,West Nile,Rhino Camp,Arua,Eritrea,2020,3,Male,41,Secondary,6,1,Single Parent,Tap,Yes,Maize,3.44,Food,Food Insecurity,243158
1334,UNHCR-UG-10994,Mid West,Kiryandongo,Arua,DRC,2024,3,Female,32,Secondary,2,2,Elderly,Tap,No,Vegetables,0.33,Cash,Child Protection,371484
1335,UNHCR-UG-10995,Mid West,Kiryandongo,Arua,Burundi,2018,10,Female,46,Secondary,8,0,Elderly,Borehole,Yes,Maize,3.28,Food,None,313332
1336,UNHCR-UG-10996,Central,Kampala Urban,Arua,Sudan,2020,2,Female,75,University,6,3,Single Parent,Borehole,No,Beans,0.61,Food,Food Insecurity,365127
1337,UNHCR-UG-10997,Mid West,Kiryandongo,Arua,South Sudan,2020,2,Male,22,Primary,9,4,Unaccompanied Child,Tap,No,Cassava,3.05,NFI,None,151204
1338,UNHCR-UG-10998,Central,Kampala Urban,Arua,Ethiopia,2023,9,Female,47,Secondary,4,2,Elderly,River,No,Beans,1.43,Food,Child Protection,87025
1339,UNHCR-UG-10999,Mid West,Kiryandongo,Arua,South Sudan,2018,8,Male,37,None,3,0,Unaccompanied Child,Tap,No,Beans,1.7,Cash,Child Protection,212057
