ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Farm_Size_acres,Fertilizer_Use,Household_Size,Refugee_Status,Protection_Needs,Disease,Health_Facility,ANC_Visits,Latrine_Type,Water_Distance_min,Handwashing,Main_Income,Food_Months,Savings_UGX,Coping_Strategy,GBV_Case_Type,Survivor_Gender,Support_Received,Referred,Item_Code,Item_Name,Stock,Location,KPI,Baseline,Target,Achieved,Research_Title,Methodology,P_Value,Findings
148,Northern,Gulu,University,6.660494524513429,20,Female,1260942,Borehole,Beans,2022,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
149,Central,Gulu,University,8.410067468693379,23,Female,1016327,Well,Beans,2023,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
150,Western,Mbarara,Primary,0.8542234704846818,49,Male,1512505,Borehole,Cassava,2023,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
151,Northern,Kampala,Primary,4.311692056119027,19,Female,1254818,River,Maize,2023,,,,,,,,,,,,,,,,Economic,Female,Yes,No,,,,,,,,,,,,
152,Northern,Arua,Primary,3.384726421754137,41,Male,836904,Borehole,Coffee,2022,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
153,Central,Gulu,Primary,2.7682168082776957,62,Female,526543,Tap,Coffee,2022,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
154,Northern,Lira,University,6.086383444259236,44,Female,1517076,Borehole,Coffee,2023,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
155,Central,Gulu,Primary,1.6260496545085745,26,Male,1763790,Tap,Beans,2023,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
156,Eastern,Lira,Primary,0.8737822854112602,30,Male,1140733,Tap,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
157,Northern,Mbarara,Primary,4.216765480314387,31,Female,1858244,Well,Coffee,2024,,,,,,,,,,,,,,,,Economic,Female,Yes,Yes,,,,,,,,,,,,
158,Eastern,Lira,Secondary,5.737611560074042,28,Female,1004652,Tap,Maize,2024,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
159,Central,Arua,Primary,1.0937153714167178,31,Female,701109,River,Cassava,2024,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
160,Western,Kampala,Secondary,3.647372005093799,33,Male,1083654,River,Coffee,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,No,,,,,,,,,,,,
161,Northern,Lira,Primary,2.933144769231909,27,Female,1991599,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
162,Central,Lira,Secondary,3.9004908618277923,37,Female,655066,Tap,Beans,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
163,Western,Kampala,Secondary,2.2813252429681823,33,Male,1807125,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
164,Western,Arua,Primary,1.8422272394443118,51,Female,1962415,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,No,,,,,,,,,,,,
165,Eastern,Gulu,Secondary,6.1510342980200186,33,Male,1168204,Well,Cassava,2022,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
166,Central,Lira,University,6.210021409585556,31,Male,946256,Borehole,Cassava,2023,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
167,Western,Kampala,University,6.636532663297793,45,Female,1903656,River,Beans,2023,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
168,Northern,Mbarara,Secondary,3.0548225759646197,35,Female,1352043,Borehole,Beans,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
169,Northern,Kampala,Secondary,4.787762985283749,43,Male,1553100,Well,Coffee,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
170,Eastern,Mbarara,University,6.915151799024583,55,Male,541977,Well,Beans,2022,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
171,Western,Arua,Secondary,3.4579802584430217,24,Female,828296,Tap,Beans,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
172,Central,Gulu,None,0.2,62,Male,1074756,Well,Cassava,2023,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
173,Northern,Kampala,University,8.204543374010875,51,Male,1114150,Tap,Beans,2024,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
174,Western,Lira,Primary,0.8944565933589197,64,Female,1353568,River,Cassava,2024,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
175,Western,Arua,Secondary,4.703815695589555,62,Male,1799875,River,Maize,2024,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
176,Eastern,Kampala,Primary,0.3461207552884269,24,Male,1428251,Borehole,Maize,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
177,Northern,Lira,None,1.9072116830123824,50,Male,293593,Well,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
178,Northern,Kampala,Primary,3.4702988872600606,52,Male,842627,River,Maize,2022,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
179,Central,Mbarara,Secondary,5.294783711639914,56,Male,349519,Tap,Maize,2023,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
180,Northern,Kampala,Primary,2.338791531430132,38,Male,1332516,Well,Maize,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
181,Central,Kampala,Primary,4.084003605563696,45,Female,286677,Well,Maize,2023,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
182,Northern,Kampala,Primary,4.807791694996068,49,Female,1193381,Tap,Cassava,2024,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
183,Eastern,Arua,Secondary,3.878376863954037,61,Female,436729,Well,Cassava,2022,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
184,Northern,Kampala,University,6.3489949698700725,33,Female,667894,Well,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
185,Central,Lira,Secondary,4.349177260344936,27,Male,1362146,River,Cassava,2023,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
186,Central,Mbarara,Secondary,3.722319854105793,40,Female,1575303,Tap,Beans,2022,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
187,Eastern,Mbarara,University,6.1761298039898795,32,Male,787344,River,Beans,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
188,Northern,Kampala,Secondary,3.6632614597584907,60,Female,281468,Tap,Coffee,2024,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
189,Northern,Arua,Primary,4.215756008006245,23,Male,1109329,Borehole,Beans,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
190,Eastern,Arua,Primary,3.271881995035432,50,Female,954233,Well,Cassava,2024,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
191,Northern,Lira,Primary,2.019053872741909,56,Male,237880,Well,Cassava,2022,,,,,,,,,,,,,,,,Economic,Female,Yes,Yes,,,,,,,,,,,,
192,Northern,Kampala,Primary,0.2,29,Female,201355,River,Maize,2022,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
193,Central,Mbarara,Secondary,2.655535506393533,53,Female,306360,Well,Maize,2022,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
194,Northern,Arua,Secondary,4.703429082601878,48,Female,783224,Well,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
195,Northern,Kampala,Primary,0.3784440586111826,27,Female,1968544,River,Beans,2023,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
196,Eastern,Arua,Secondary,4.492993527451956,51,Female,412694,River,Cassava,2023,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
197,Eastern,Arua,Secondary,3.1344362751349744,58,Male,1466699,Tap,Beans,2023,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
198,Western,Mbarara,Primary,2.5918057745806733,27,Female,1505610,Borehole,Coffee,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
199,Central,Gulu,University,6.863856301334143,28,Male,410828,River,Maize,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
200,Northern,Lira,Secondary,4.3205899338907106,31,Female,1295842,Tap,Cassava,2023,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
201,Northern,Lira,Primary,2.1055781529214794,20,Female,1958490,River,Maize,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
202,Western,Mbarara,Secondary,3.772714374392268,50,Female,1437863,Tap,Cassava,2022,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
203,Northern,Arua,Secondary,3.4792095810635617,24,Male,823426,Borehole,Maize,2024,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
204,Central,Kampala,Secondary,4.68389231724189,21,Female,784944,Tap,Maize,2024,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
205,Western,Arua,Secondary,5.0051926747809485,56,Female,1302680,Tap,Coffee,2024,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
206,Central,Mbarara,Secondary,2.981027477463874,27,Male,1325420,Well,Beans,2022,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
207,Western,Lira,Secondary,4.148371527707731,32,Male,200969,River,Maize,2024,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
208,Western,Arua,Primary,2.696582073487738,33,Male,1609616,Tap,Cassava,2023,,,,,,,,,,,,,,,,Economic,Female,Yes,No,,,,,,,,,,,,
209,Eastern,Lira,Primary,2.683771134623042,55,Male,986686,River,Beans,2023,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
210,Central,Kampala,None,1.3667696195965178,21,Female,1652098,Tap,Beans,2023,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
211,Northern,Lira,Secondary,3.797965189654776,21,Male,1838380,Well,Maize,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,No,,,,,,,,,,,,
212,Northern,Lira,Primary,2.779030425462539,53,Male,1865941,Well,Maize,2024,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
213,Central,Gulu,University,7.41802871098362,44,Female,1984781,Borehole,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
214,Northern,Gulu,Secondary,4.341036655822564,39,Male,1748890,Tap,Beans,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
215,Northern,Gulu,University,7.305939836533724,39,Male,664657,Well,Coffee,2022,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
216,Central,Lira,University,7.790353411037507,34,Male,1054399,River,Maize,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
217,Western,Mbarara,University,4.949059642104732,62,Female,666508,Tap,Beans,2022,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
218,Central,Lira,University,7.743463841865367,51,Male,401961,Tap,Beans,2022,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
219,Western,Mbarara,Secondary,4.542427765221275,49,Male,774405,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
220,Northern,Mbarara,Secondary,3.0883746722612733,23,Male,1774601,River,Maize,2023,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
221,Northern,Gulu,Primary,3.3024708823196884,50,Female,806692,Borehole,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
222,Northern,Arua,Primary,2.1016790939760384,25,Female,1666117,Tap,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
223,Eastern,Kampala,Secondary,3.938033563681447,53,Male,1391974,Borehole,Maize,2023,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
224,Western,Gulu,Secondary,3.692320217534338,22,Female,683338,Tap,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
225,Eastern,Gulu,Primary,2.8023988442382244,22,Male,1523631,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
226,Eastern,Arua,Secondary,3.414646857487947,64,Female,1933016,Borehole,Cassava,2023,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
227,Central,Kampala,University,7.701474629947786,27,Female,513323,Borehole,Coffee,2022,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
228,Eastern,Lira,Secondary,4.061137412805328,57,Male,1961078,Tap,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
229,Central,Lira,Secondary,3.835797516512063,24,Male,1484179,Borehole,Cassava,2024,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
230,Central,Gulu,University,7.55287567761397,29,Male,525689,Borehole,Cassava,2024,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
231,Eastern,Kampala,University,6.48044323768092,47,Female,440655,Tap,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
232,Western,Gulu,Secondary,5.1481768253623015,42,Male,1112350,River,Maize,2023,,,,,,,,,,,,,,,,Economic,Female,No,Yes,,,,,,,,,,,,
233,Western,Mbarara,University,7.779592950840866,45,Female,510748,Borehole,Coffee,2024,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
234,Western,Gulu,University,5.465196161781023,60,Female,1468549,Borehole,Cassava,2024,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
235,Western,Gulu,University,7.9092602022229235,30,Male,1585052,Well,Beans,2023,,,,,,,,,,,,,,,,Economic,Female,No,Yes,,,,,,,,,,,,
236,Western,Lira,Primary,1.0379640284981144,64,Female,1855752,River,Cassava,2022,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
237,Eastern,Lira,Secondary,5.371580526882511,39,Female,216820,Borehole,Beans,2024,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
238,Eastern,Lira,Primary,4.528357192230239,35,Male,800790,Tap,Beans,2024,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
239,Northern,Mbarara,None,2.0748344382691313,44,Female,1622991,Well,Cassava,2024,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
240,Western,Lira,Secondary,2.043019355300327,25,Female,1315921,Well,Beans,2022,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
241,Eastern,Kampala,Secondary,5.263565719386019,23,Male,370386,Well,Beans,2024,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
242,Northern,Arua,University,9.0,28,Male,1027307,Borehole,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
243,Western,Kampala,Primary,2.196968359001971,46,Male,1213689,Tap,Maize,2022,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
244,Central,Kampala,University,6.76529667997011,58,Female,1319369,Well,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
245,Northern,Lira,Secondary,3.011513278073568,22,Female,1198091,River,Coffee,2023,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
246,Eastern,Arua,Secondary,4.51207941881967,24,Female,1515629,Well,Beans,2023,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
247,Central,Arua,University,8.069177182543129,39,Male,1865745,Well,Coffee,2022,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
248,Central,Arua,Secondary,4.897737128149454,64,Female,214866,River,Beans,2023,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
249,Central,Mbarara,Primary,5.641966977287799,21,Female,1946725,Well,Maize,2022,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
250,Northern,Lira,University,6.8330270429657975,49,Female,983834,Well,Beans,2022,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
251,Eastern,Arua,Primary,0.8693266325847357,36,Male,444734,River,Cassava,2022,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
252,Central,Mbarara,None,1.370970971568219,62,Male,1211567,Borehole,Beans,2023,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
253,Western,Gulu,University,4.38354823478751,50,Male,1576717,River,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
254,Central,Gulu,Primary,1.9668960751354865,18,Female,1539180,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
255,Central,Mbarara,Secondary,5.824382058600213,63,Female,248500,Borehole,Coffee,2023,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
256,Northern,Mbarara,Primary,2.8251336486317715,58,Male,1448417,Borehole,Maize,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
257,Northern,Lira,University,6.979416812831269,61,Male,722881,River,Coffee,2024,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
258,Eastern,Lira,Primary,4.320780376715357,58,Female,980331,River,Coffee,2023,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
259,Western,Gulu,University,6.52940010833663,25,Male,474272,Borehole,Coffee,2023,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
260,Northern,Arua,Secondary,5.4618204129341095,49,Female,1778066,River,Cassava,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
261,Central,Gulu,Primary,2.6293069751663403,47,Male,1087675,Borehole,Maize,2024,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
262,Eastern,Arua,Secondary,4.580047463459026,63,Male,460731,River,Maize,2022,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
263,Central,Arua,University,5.582695144136987,45,Male,690010,Tap,Maize,2023,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
264,Central,Lira,Secondary,3.717953205171783,58,Female,1969263,River,Coffee,2023,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
265,Northern,Kampala,Primary,1.1024817671561264,49,Male,1427613,River,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
266,Eastern,Kampala,Secondary,4.104754921774655,42,Female,1148742,River,Cassava,2024,,,,,,,,,,,,,,,,Economic,Male,No,Yes,,,,,,,,,,,,
267,Western,Mbarara,Secondary,4.590402343916267,51,Male,1852122,Borehole,Cassava,2024,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
268,Western,Lira,Secondary,3.089961894908548,50,Male,854676,Borehole,Coffee,2024,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
269,Northern,Arua,Secondary,6.249178922684823,30,Female,1359878,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
270,Northern,Kampala,Secondary,4.478106019091961,42,Female,904600,Tap,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
271,Eastern,Arua,Primary,2.5577955855852195,59,Male,283583,Well,Cassava,2024,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
272,Western,Kampala,Secondary,4.9696577513456255,57,Female,1186341,Tap,Coffee,2022,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
273,Western,Kampala,Secondary,3.3710719191340783,56,Male,909649,Borehole,Beans,2024,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
274,Western,Kampala,Primary,2.663477479167453,61,Female,784352,Tap,Maize,2022,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
275,Central,Lira,University,6.0831337796424085,61,Female,297119,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
276,Western,Gulu,Secondary,5.758679910088983,27,Male,1996985,River,Cassava,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
277,Central,Arua,Secondary,3.141360650602919,48,Male,1722968,Tap,Coffee,2023,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
278,Eastern,Lira,University,6.863165459307173,61,Female,1795277,Well,Cassava,2023,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
279,Central,Lira,Secondary,4.529315785151776,28,Female,1068773,River,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
280,Eastern,Lira,University,7.1948257444077015,42,Male,904259,Borehole,Beans,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
281,Western,Lira,Secondary,3.618764826917168,63,Female,286891,Well,Maize,2022,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
282,Western,Lira,None,0.3044905978549022,62,Female,681981,Borehole,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
283,Eastern,Mbarara,Secondary,3.633204826953901,51,Female,925329,Well,Coffee,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
284,Northern,Arua,Secondary,4.728325434210283,37,Female,233033,River,Maize,2022,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
285,Eastern,Lira,Secondary,4.056154229088037,24,Male,563298,Well,Coffee,2024,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
286,Northern,Arua,Primary,3.2962088084525214,50,Male,1249954,Well,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
287,Central,Mbarara,Primary,2.977003719395073,52,Female,1648295,Tap,Beans,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
288,Central,Mbarara,Primary,0.22308730190039228,46,Female,1354037,Borehole,Coffee,2024,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
289,Central,Arua,Primary,2.747497796837211,29,Male,898134,River,Beans,2024,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
290,Western,Kampala,Secondary,6.45045476781627,22,Female,1963544,Well,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
291,Central,Gulu,Primary,3.8252690510383314,29,Female,843392,Borehole,Cassava,2023,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
292,Northern,Kampala,Secondary,4.6220131607069685,46,Female,495761,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
293,Central,Kampala,Secondary,3.140607869530056,52,Female,1384462,Tap,Coffee,2023,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
294,Eastern,Kampala,Secondary,4.677553716125646,37,Female,913695,Borehole,Beans,2022,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
295,Eastern,Lira,University,7.539749939878259,54,Male,1534483,River,Beans,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
296,Western,Mbarara,Secondary,3.946253319172416,18,Female,1389648,Tap,Maize,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
297,Eastern,Kampala,Secondary,4.516742058804438,33,Female,1722616,Well,Coffee,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
298,Northern,Mbarara,Secondary,5.709662458396041,47,Female,1645066,River,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
299,Central,Arua,Primary,1.6427255802582743,26,Male,1429516,River,Maize,2024,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
300,Western,Gulu,University,5.741700395040873,59,Female,1564952,River,Coffee,2023,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
301,Central,Arua,Primary,3.1926993259942127,27,Female,869587,Tap,Maize,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
302,Central,Arua,None,1.6575426361980803,30,Male,348351,Borehole,Maize,2022,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
303,Northern,Lira,Secondary,5.228838295412812,37,Male,930264,River,Maize,2022,,,,,,,,,,,,,,,,Economic,Female,Yes,Yes,,,,,,,,,,,,
304,Eastern,Gulu,None,1.7697938119037695,46,Male,1444588,Borehole,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
305,Eastern,Arua,University,6.232244936825806,21,Male,373808,Borehole,Coffee,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
306,Central,Arua,Secondary,4.632192651465405,63,Female,1603636,River,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
307,Western,Gulu,University,5.657873456703826,45,Female,1211008,Borehole,Maize,2022,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
308,Eastern,Gulu,Secondary,3.9496812882670063,54,Female,602867,Tap,Maize,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
309,Western,Arua,Secondary,4.702799230966404,30,Male,1983375,Tap,Cassava,2022,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
310,Eastern,Gulu,University,6.43948578327611,20,Female,1070895,Well,Maize,2024,,,,,,,,,,,,,,,,Economic,Male,Yes,No,,,,,,,,,,,,
311,Western,Arua,Primary,4.968052182229827,54,Male,207771,Borehole,Coffee,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
312,Northern,Arua,University,4.907815751176333,36,Male,541140,Borehole,Beans,2024,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
313,Western,Lira,Primary,1.9525096430011892,45,Female,1580893,Well,Cassava,2022,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
314,Northern,Kampala,Secondary,3.26222016613009,36,Male,365189,Tap,Beans,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
315,Northern,Arua,Primary,1.7996511925420466,34,Male,1874154,Well,Beans,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
